sample	tb_profiler_strain	mixed_strain
ERR502415	lineage4.6.2.2	no
ERR502416	lineage4.6.2.2	no
ERR502417	lineage4.6.2.2	no
ERR502418	lineage4.6.2.2	no
ERR502419	lineage4.6.2.2	no
ERR502420	lineage4.6.2.2	no
ERR502421	lineage4.6.2.2	no
ERR502422	lineage4.6.2.2	no
ERR502423	lineage4.6.2.2	no
ERR502424	lineage4.6.2.2	no
ERR502425	lineage4.6.2.2	no
ERR502426	lineage4.6.2.2	no
ERR502427	lineage4.6.2.2	no
ERR502428	lineage4.6.2.2	no
ERR502429	lineage4.6.2.2	no
ERR5165790	lineage4.3.3	no
ERR5165791	lineage4.3.3	no
ERR5165792	lineage4.3.3	no
ERR5165793	lineage4.3.3	no
ERR5165794	lineage4.3.3	no
ERR5165795	lineage4.3.3	no
ERR5165796	lineage4.3.3	no
ERR5165797	lineage4.3.3	no
ERR5165798	lineage4.3.3	no
ERR5165799	lineage4.3.3	no
ERR5165800	lineage4.3.3	no
ERR5165801	lineage4.3.3	no
ERR5165802	lineage4.3.3	no
ERR5165803	lineage4.3.3	no
ERR5165804	lineage4.3.3	no
ERR5165805	lineage4.3.3	no
ERR5165806	lineage4.3.3	no
ERR5165807	lineage4.3.3	no
ERR5165808	lineage4.3.3	no
ERR5165809	lineage4.3.3	no
ERR5165810	lineage4.3.3	no
ERR5165811	lineage4.3.3	no
ERR5165812	lineage4.3.3	no
ERR5165813	lineage4.3.3	no
ERR5165814	lineage4.3.3	no
ERR5165815	lineage4.3.3	no
ERR5165816	lineage4.3.3	no
ERR5165817	lineage4.3.3	no
ERR5165818	lineage4.3.3	no
ERR5165819	lineage4.3.3	no
ERR5165820	lineage4.3.3	no
ERR5165821	lineage4.3.3	no
ERR517399	lineage4.6.2.2	no
ERR517400	lineage4.6.2.2	no
ERR568778	lineage4.6.2.2	no
ERR568779	lineage4.6.2.2	no
ERR5987181	lineage2.2.2	no
ERR5987182	lineage2.2.1.1	no
ERR5987183	lineage2.2.1	no
ERR5987184	lineage2.2.2	no
ERR5987185	lineage2.2.2	no
ERR5987186	lineage2.2.2	no
ERR5987187	lineage2.2.1	no
ERR5987188	lineage4.4.1.1	no
ERR5987189	lineage4.3.3	no
ERR5987190	lineage2.2.2	no
ERR5987191	lineage2.2.1.1	no
ERR5987192	lineage2.2.1	no
ERR5987193	lineage2.2.1	no
ERR5987194	lineage4.4.1.1	no
ERR5987195	lineage2.2.1	no
ERR5987196	lineage2.2.1	no
ERR5987197	lineage2.2.2	no
ERR5987198	lineage2.2.1	no
ERR5987199	lineage2.2.1	no
ERR5987200	lineage2.2.1	no
ERR5987201	lineage4.3.2.1	no
ERR5987202	lineage2.2.2	no
ERR5987203	lineage2.2.1	no
ERR5987204	lineage2.2.1	no
ERR5987205	lineage4.4.1.1	no
ERR5987206	lineage2.2.1	no
ERR5987207	lineage2.2.2	no
ERR5987208	lineage2.2.1	no
ERR5987209	lineage2.2.1	no
ERR5987210	lineage2.2.2	no
ERR5987211	lineage4.3.3	no
ERR5987212	lineage2.2.1	no
ERR5987213	lineage2.2.1	no
ERR5987214	lineage2.2.1.1	no
ERR5987215	lineage4.3.3	no
ERR5987216	lineage2.2.1.1	no
ERR5987217	lineage2.2.1	no
ERR5987218	lineage2.2.1	no
ERR5987219	lineage2.2.2	no
ERR5987220	lineage2.2.1	no
ERR5987221	lineage2.2.1	no
ERR5987222	lineage4.3.2.1	no
ERR5987223	lineage2.2.1	no
ERR5987224	lineage2.2.2	no
ERR5987225	lineage2.2.2	no
ERR5987226	lineage2.2.1	no
ERR5987227	lineage2.2.1	no
ERR5987228	lineage4.1.1.3	no
ERR5987229	lineage2.2.1	no
ERR5987230	lineage2.2.2	no
ERR5987231	lineage2.2.2	no
ERR5987232	lineage2.2.1	no
ERR5987233	lineage2.2.2	no
ERR5987234	lineage4.3.2.1	no
ERR5987235	lineage4.1.1.3	no
ERR5987236	lineage2.2.1	no
ERR5987237	lineage2.2.1	no
ERR5987238	lineage2.2.1	no
ERR5987239	lineage2.2.1	no
ERR5987240	lineage2.2.1	no
ERR5987241	lineage2.2.1.1	no
ERR5987242	lineage2.2.1.1	no
ERR5987243	lineage4.3.3	no
ERR5987244	lineage4.1.1.3	no
ERR5987245	lineage2.2.1	no
ERR5987246	lineage2.2.1	no
ERR5987247	lineage4.4.1.1	no
ERR5987248	lineage4.3.3	no
ERR5987249	lineage4.3.2	no
ERR5987250	lineage2.2.1	no
ERR5987251	lineage4.3.2.1	no
ERR5987252	lineage4.3.2.1	no
ERR5987253	lineage2.2.1.1	no
ERR5987254	lineage2.2.1.1	no
ERR5987255	lineage4.3.2.1	no
ERR5987256	lineage4.3.3	no
ERR5987257	lineage2.2.2	no
ERR5987258	lineage2.2.1	no
ERR5987259	lineage2.2.1.1	no
ERR5987260	lineage2.2.2	no
ERR5987261	lineage4.3.3	no
ERR5987262	lineage2.2.2	no
ERR5987263	lineage2.2.1	no
ERR5987264	lineage2.2.1	no
ERR5987265	lineage2.2.1	no
ERR5987266	lineage2.2.2	no
ERR5987267	lineage2.2.2	no
ERR5987268	lineage2.2.1	no
ERR5987269	lineage2.2.1	no
ERR5987270	lineage2.2.1	no
ERR5987271	lineage2.2.1	no
ERR5987272	lineage2.2.1	no
ERR5987273	lineage4.3.2.1	no
ERR5987274	lineage2.2.1	no
ERR5987275	lineage2.2.1	no
ERR5987276	lineage4.3.2.1	no
ERR5987277	lineage2.2.1	no
ERR5987278	lineage4.1.2	no
ERR5987279	lineage2.2.1	no
ERR5987280	lineage2.2.2	no
ERR5987281	lineage2.2.1.1	no
ERR5987282	lineage2.2.2	no
ERR5987283	lineage2.2.1	no
ERR5987284	lineage4.3.3	no
ERR5987285	lineage2.2.1	no
ERR5987286	lineage2.2.1	no
ERR5987287	lineage2.2.1	no
ERR5987288	lineage4.4.1.1	no
ERR5987289	lineage4.3.2.1	no
ERR5987290	lineage4.4.1.1	no
ERR5987291	lineage2.2.2	no
ERR5987292	lineage2.2.1.1	no
ERR5987293	lineage2.2.1	no
ERR5987294	lineage4.1.1.3	no
ERR5987295	lineage4.4.1.1	no
ERR5987296	lineage4.3.2	no
ERR5987297	lineage2.2.1.1	no
ERR5987298	lineage2.2.1	no
ERR5987299	lineage2.2.2	no
ERR5987300	lineage2.2.1	no
ERR5987301	lineage4.1.2.1	no
ERR5987302	lineage2.2.1	no
ERR5987303	lineage2.2.1	no
ERR5987304	lineage2.2.1	no
ERR5987305	lineage4.3.2.1	no
ERR5987306	lineage4.3.4.1	no
ERR5987307	NA	NA
ERR5987308	lineage2.2.2	no
ERR5987309	lineage2.2.1.1	no
ERR5987310	lineage2.2.2	no
ERR5987311	lineage4.3.2	no
ERR5987312	lineage2.2.2	no
ERR5987313	lineage2.2.1	no
ERR5987314	lineage2.2.2	no
ERR5987315	lineage2.2.2	no
ERR5987316	lineage2.2.1	no
ERR5987317	lineage2.2.1.1	no
ERR5987318	lineage4.8	no
ERR5987319	lineage4.3.2.1	no
ERR5987320	lineage2.2.1	no
ERR5987321	lineage2.2.1.1	no
ERR5987322	lineage4.4.1.1	no
ERR5987323	lineage2.2.2	no
ERR5987324	lineage4.3.2.1	no
ERR5987325	lineage2.2.1.1	no
ERR5987326	lineage4.3.2	no
ERR5987327	lineage2.2.1	no
ERR5987329	lineage4.3.2.1	no
ERR5987330	lineage4.3.4.2.1	no
ERR5987331	lineage2.2.1	no
ERR5987332	lineage2.2.1	no
ERR5987333	lineage2.2.1.1	no
ERR5987334	lineage2.2.1	no
ERR5987335	lineage2.2.1.1	no
ERR5987336	lineage2.2.1	no
ERR5987337	lineage2.2.1	no
ERR5987338	lineage4.1.1.3	no
ERR5987339	lineage2.2.1	no
ERR5987340	lineage4.3.3	no
ERR5987341	lineage4.3.3	no
ERR5987342	lineage2.2.1	no
ERR5987343	lineage2.2.1	no
ERR5987344	lineage2.2.1	no
ERR5987345	lineage2.2.1	no
ERR5987346	lineage4.7	no
ERR5987347	lineage2.2.1	no
ERR5987348	lineage2.2.1	no
ERR5987349	lineage4.3.2.1	no
ERR5987350	lineage2.2.2	no
ERR5987351	lineage4.4.1.1	no
ERR5987352	lineage4.4.1.1	no
ERR5987353	lineage4.3.3	no
ERR5987354	lineage2.2.1	no
ERR5987355	lineage2.2.1	no
ERR5987356	lineage2.2.1.1	no
ERR5987357	lineage2.2.1	no
ERR5987358	lineage2.2.1	no
ERR5987359	lineage2.2.1	no
ERR5987360	lineage4.3.2.1	no
ERR5987361	lineage2.2.1	no
ERR5987362	lineage4.1.1.3	no
ERR5987363	lineage2.2.1	no
ERR5987364	lineage2.2.2	no
ERR5987365	lineage2.2.1.1	no
ERR5987366	lineage4.3.3	no
ERR5987367	lineage4.3.3	no
ERR5987368	lineage2.2.1	no
ERR5987369	lineage2.2.1	no
ERR5987370	lineage2.2.1.1	no
ERR5987371	lineage4.3.3	no
ERR5987372	lineage2.2.2	no
ERR5987373	lineage2.2.2	no
ERR5987374	lineage2.2.1	no
ERR5987375	lineage2.2.1	no
ERR5987376	lineage2.2.1	no
ERR5987377	lineage2.2.1	no
ERR5987378	lineage2.2.1	no
ERR5987379	lineage4.8	no
ERR5987380	lineage2.2.1	no
ERR5987381	lineage2.2.1	no
ERR5987382	lineage3	no
ERR5987383	lineage2.2.2	no
ERR5987384	lineage4.1.1.1	no
ERR5987385	lineage2.2.1	no
ERR5987386	lineage2.2.1	no
ERR5987387	lineage2.2.2	no
ERR5987388	lineage2.2.1	no
ERR5987389	lineage2.2.1	no
ERR5987390	lineage2.2.1	no
ERR5987391	lineage4.3.2.1	no
ERR5987392	lineage2.2.2	no
ERR5987393	lineage4.4.1.1	no
ERR5987394	lineage2.2.1	no
ERR5987395	lineage4.3.3	no
ERR5987396	lineage4.3.2	no
ERR5987397	lineage2.2.1	no
ERR5987398	lineage2.2.1	no
ERR5987399	lineage4.3.3	no
ERR5987400	lineage2.2.1.1	no
ERR5987401	lineage4.3.2.1	no
ERR5987402	lineage2.2.2	no
ERR5987403	lineage2.2.1	no
ERR5987404	lineage4.4.1.1	no
ERR5987405	lineage2.2.2	no
ERR5987406	lineage2.2.1	no
ERR5987407	lineage4.4.1.1	no
ERR5987408	lineage4.1.2.1	no
ERR5987409	lineage4.8	no
ERR5987410	lineage2.2.2	no
ERR5987411	lineage4.3.3	no
ERR5987412	lineage2.2.1.1	no
ERR5987413	lineage2.2.1	no
ERR5987414	lineage2.2.1	no
ERR5987415	lineage4.3.2.1	no
ERR5987416	lineage2.2.2	no
ERR5987417	lineage2.2.2	no
ERR5987418	lineage2.2.1	no
ERR5987419	lineage2.2.1	no
ERR5987420	lineage2.2.1	no
ERR5987421	lineage4.3.2.1	no
ERR5987422	lineage2.2.1	no
ERR5987423	lineage2.2.1.1	no
ERR5987424	lineage2.2.1	no
ERR5987425	lineage2.2.1	no
ERR5987426	lineage4.3.2	no
ERR5987427	lineage2.2.1	no
ERR5987428	lineage2.2.1	no
ERR5987429	lineage2.2.1.1	no
ERR5987430	lineage2.2.1	no
ERR5987431	lineage4.1.1.1	no
ERR5987432	lineage2.2.2	no
ERR5987433	lineage2.2.1	no
ERR5987434	lineage2.2.1	no
ERR5987435	lineage4.3.4.2.1	no
ERR5987436	lineage2.2.1	no
ERR5987437	lineage4.3.2.1	no
ERR5987438	lineage4.3.2	no
ERR5987439	lineage4.3.2	no
ERR5987440	lineage2.2.1	no
ERR5987441	lineage2.2.1	no
ERR5987442	lineage2.2.1	no
ERR5987443	lineage4.8	no
ERR5987444	lineage2.2.1	no
ERR5987445	lineage4.1.1.3	no
ERR5987446	lineage2.2.1	no
ERR5987447	lineage2.2.1	no
ERR5987448	lineage2.2.1	no
ERR5987449	lineage4.3.2	no
ERR5987450	lineage2.2.2	no
ERR5987451	lineage4.4.1.1	no
ERR5987452	lineage2.2.1	no
ERR5987453	lineage2.2.1	no
ERR5987454	lineage2.2.2	no
ERR5987455	lineage2.2.1.1	no
ERR5987456	lineage2.2.1	no
ERR5987457	lineage2.2.1	no
ERR5987458	lineage4.3.4.2	no
ERR5987459	lineage2.2.1	no
ERR5987460	lineage4.1.2	no
ERR600630	lineage4.6.2.2	no
ERR600631	lineage4.6.2.2	no
ERR600632	lineage4.6.2.2	no
ERR600633	lineage4.6.2.2	no
ERR600634	lineage4.6.2.2	no
ERR600635	lineage4.6.2.2	no
ERR600636	lineage4.6.2.2	no
ERR600637	lineage4.6.2.2	no
ERR600638	lineage4.6.2.2	no
ERR600639	lineage4.6.2.2	no
ERR600640	lineage4.6.2.2	no
ERR600641	lineage4.6.2.2	no
ERR600642	lineage4.6.2.2	no
ERR600643	lineage4.6.2.2	no
ERR600644	lineage4.6.2.2	no
ERR600645	lineage4.6.2.2	no
ERR600646	lineage4.6.2.2	no
ERR600647	lineage4.6.2.2	no
ERR600648	lineage4.6.2.2	no
ERR600649	lineage4.6.2.2	no
ERR600650	lineage4.6.2.2	no
ERR600651	lineage4.6.2.2	no
ERR600652	lineage4.6.2.2	no
ERR600653	lineage4.6.2.2	no
ERR600654	lineage4.6.2.2	no
ERR600655	lineage4.6.2.2	no
ERR600656	lineage4.6.2.2	no
ERR600657	lineage4.6.2.2	no
ERR600658	lineage4.6.2.2	no
ERR600659	lineage4.6.2.2	no
ERR600660	lineage4.6.2.2	no
ERR600661	lineage4.6.2.2	no
ERR600662	lineage4.6.2.2	no
ERR600663	lineage4.6.2.2	no
ERR600664	lineage4.6.2.2	no
ERR600665	lineage4.6.2.2	no
ERR600666	lineage4.6.2.2	no
ERR600667	lineage4.6.2.2	no
ERR600668	lineage4.6.2.2	no
ERR600669	lineage4.6.2.2	no
ERR600670	lineage4.6.2.2	no
ERR600671	lineage4.6.2.2	no
ERR600672	lineage4.6.2.2	no
ERR600673	lineage4.6.2.2	no
ERR600674	lineage4.6.2.2	no
ERR600675	lineage4.6.2.2	no
ERR600676	lineage4.6.2.2	no
ERR6052020	lineage2.2.1	no
ERR6052021	lineage2.2.2	no
ERR6052022	lineage4.4.1.1	no
ERR6052023	lineage4.3.4.2.1	no
ERR6052024	lineage4.3.2.1	no
ERR6052025	lineage4.1.1.3	no
ERR6052026	lineage2.2.1	no
ERR6052027	lineage4.1.1.3	no
ERR6052028	lineage2.2.2	no
ERR6052029	lineage2.2.2	no
ERR6052030	lineage4.3.2.1	no
ERR6052031	lineage2.2.1	no
ERR6052032	lineage4.3.2.1	no
ERR6052033	lineage4.3.2.1	no
ERR6052034	lineage2.2.2	no
ERR6052035	lineage4.1.1.3	no
ERR6052036	lineage2.2.2	no
ERR6052037	lineage2.2.1	no
ERR6052038	lineage4.3.2.1	no
ERR6052039	lineage2.2.1	no
ERR6052040	lineage4.3.2.1	no
ERR6052041	lineage4.1.1.3	no
ERR6052042	lineage4.9	no
ERR6052043	lineage4.1.1.3	no
ERR6052044	lineage2.2.1	no
ERR6052045	lineage2.2.1	no
ERR6052046	lineage2.2.2	no
ERR6052047	lineage2.2.1.1	no
ERR6052048	lineage2.2.1	no
ERR6052049	lineage2.2.2	no
ERR6052050	lineage4.3.2.1	no
ERR6052051	lineage2.2.1.1	no
ERR6052052	lineage2.2.1	no
ERR6052053	lineage4.1.1.3	no
ERR6052054	lineage2.2.1.1	no
ERR6052055	lineage2.2.2	no
ERR6052056	lineage2.2.1	no
ERR6052057	lineage2.2.1	no
ERR6052058	lineage2.2.2	no
ERR6052059	lineage4.1.1.3	no
ERR6052060	lineage2.2.1.1	no
ERR6052061	lineage2.2.2	no
ERR6052062	lineage2.2.1	no
ERR6052063	lineage2.2.2	no
ERR6052064	lineage4.8	no
ERR6052065	lineage2.2.1	no
ERR6052066	lineage2.2.2	no
ERR6052067	lineage2.2.1	no
ERR6052068	lineage2.2.1	no
ERR6052069	lineage2.2.1.1	no
ERR6052070	lineage2.2.2	no
ERR6052071	lineage4.1.1.3	no
ERR6052072	lineage4.3.3	no
ERR6052073	lineage2.2.2	no
ERR6052074	lineage2.2.1	no
ERR6052075	lineage2.2.2	no
ERR6052076	lineage4.1.1.3	no
ERR6052077	lineage2.2.1	no
ERR6052078	lineage1.2.2.2	no
ERR6052079	lineage4.3.4.2.1	no
ERR6052080	lineage2.2.2	no
ERR6052081	lineage2.2.1	no
ERR6052082	lineage2.2.1	no
ERR6052083	lineage4.3.2.1	no
